Name,AUID,Coords,Const,Type,Period,Mag
"CH Tel","000-BFN-332","18 13 48.96 -51 09 17.4","Tel","RR","--","14.6 - 15.7 p"
"CK Tel","000-BFN-334","18 15 43.55 -56 23 35.3","Tel","RR","--","14.8 - 17.0 p"
"CL Tel","000-BFN-335","18 15 35.04 -53 32 36.0","Tel","RR","--","14.8 - 16.0 p"
"CM Tel","000-BFN-336","18 15 42.92 -52 20 03.0","Tel","RR","--","15.0 - 16.0 p"
"CN Tel","000-BFN-337","18 16 08.10 -49 31 56.7","Tel","RR","--","14.8 - 16.2 p"
"CO Tel","000-BFN-338","18 16 18.85 -50 29 57.8","Tel","RR","--","14.9 - 16.0 p"
"CQ Tel","000-BFN-340","18 16 40.95 -52 42 53.3","Tel","RR","--","14.9 - 15.9 p"
"CS Tel","000-BFN-342","18 17 18.81 -53 38 13.8","Tel","RR","--","15.2 - 16.9 p"
"CW Tel","000-BFN-346","18 18 20.98 -50 29 33.3","Tel","RR","--","14.1 - 15.4 p"
"DD Tel","000-BFN-350","18 19 37.14 -50 03 09.3","Tel","RR","--","14.8 - 15.8 p"
"DF Tel","000-BFN-352","18 21 13.84 -49 33 47.8","Tel","RR","--","14.6 - 15.8 p"
"DG Tel","000-BFN-353","18 22 09.75 -56 34 19.5","Tel","RR","--","15.2 - 16.2 p"
"DI Tel","000-BFN-355","18 22 57.98 -51 56 40.5","Tel","RR","--","14.5 - 15.6 p"
"DK Tel","000-BFN-356","18 22 55.22 -50 59 36.6","Tel","RR","--","14.1 - 15.8 p"
"DN Tel","000-BFN-359","18 23 37.13 -52 06 28.8","Tel","RR","--","14.7 - 15.8 p"
"DP Tel","000-BFN-361","18 24 30.92 -52 23 09.1","Tel","RR","--","14.2 - 15.2 p"
"DS Tel","000-BFN-364","18 25 34.34 -52 24 40.6","Tel","RR","--","14.7 - 15.9 p"
"DT Tel","000-BFN-365","18 26 02.29 -50 57 15.9","Tel","RR","--","14.1 - 16.0 p"
"DV Tel","000-BFN-367","18 27 13.90 -55 08 45.6","Tel","RR","--","14.7 - 16.3 p"
"DW Tel","000-BFN-368","18 26 56.30 -51 14 08.2","Tel","RR","--","14.5 - 15.8 p"
"DX Tel","000-BFN-369","18 27 30.56 -54 31 56.8","Tel","RR","--","15.8 - 17.0 p"
"DZ Tel","000-BFN-371","18 27 37.70 -49 39 49.2","Tel","RR","--","14.9 - 16.2 p"
"EF Tel","000-BFN-373","18 28 27.28 -50 38 08.1","Tel","RR","--","14.5 - 15.9 p"
"EH Tel","000-BFN-375","18 28 59.77 -53 09 54.5","Tel","RR","--","14.7 - 15.8 p"
"EI Tel","000-BFN-376","18 29 37.24 -53 35 43.4","Tel","RR","--","14.8 - 15.9 p"
"EK Tel","000-BFN-377","18 29 13.84 -50 21 07.5","Tel","RR","--","13.0 - 14.7 p"
"EL Tel","000-BFN-378","18 29 49.30 -52 37 13.8","Tel","RR","--","14.1 - 15.4 p"
"EM Tel","000-BFN-379","18 29 57.84 -53 18 26.1","Tel","RR","--","14.5 - 15.5 p"
"EO Tel","000-BFN-381","18 30 23.89 -50 51 27.9","Tel","RR","--","14.7 - 15.8 p"
"EQ Tel","000-BFN-383","18 31 40.67 -54 29 05.5","Tel","RR","--","15.0 - 16.0 p"
"ER Tel","000-BFN-384","18 31 31.35 -50 29 58.3","Tel","RR","--","14.7 - 15.8 p"
"ES Tel","000-BFN-385","18 33 42.61 -56 29 17.5","Tel","RR","--","14.8 - 15.9 p"
"FN Tel","000-BFN-400","18 38 36.28 -54 14 41.3","Tel","RR","--","15.5 - 16.8 p"
"FV Tel","000-BFN-408","18 43 21.11 -53 54 40.4","Tel","RR","--","14.8 - 15.8 p"
"FW Tel","000-BFN-409","18 43 12.95 -50 36 58.1","Tel","RR","--","14.7 - 15.8 p"
"FZ Tel","000-BFN-412","18 45 05.48 -50 12 04.1","Tel","RR","--","14.8 - 16.0 p"
"HX Tel","000-BFN-444","20 07 26.77 -45 19 19.3","Tel","RR","--","14.0 - 15.0 p"
"KM Tel","000-BFN-464","18 09 43.07 -49 41 00.9","Tel","RR","--","15.0 - 16.0 p"
"KN Tel","000-BFN-465","18 10 14.73 -54 02 16.2","Tel","RR","--","15.0 - 16.0 p"
"KO Tel","000-BFN-466","18 09 57.49 -47 04 58.9","Tel","RR","--","15.5 - 16.5 p"
"KP Tel","000-BFN-467","18 10 19.67 -51 20 36.5","Tel","RR","--","15.5 - 16.5 p"
"KQ Tel","000-BFN-468","18 10 52.84 -48 58 35.8","Tel","RR","--","14.5 - 15.5 p"
"KR Tel","000-BFN-469","18 11 38.82 -53 00 32.2","Tel","RR","--","15.0 - 16.0 p"
"KS Tel","000-BFN-470","18 12 32.67 -52 32 14.2","Tel","RR","--","15.0 - 16.0 p"
"KT Tel","000-BFN-471","18 12 46.54 -46 18 16.8","Tel","RR","--","14.0 - 15.0 p"
"KU Tel","000-BFN-472","18 13 21.29 -48 39 09.8","Tel","RR","--","14.5 - 15.5 p"
"KW Tel","000-BFN-474","18 14 16.79 -46 54 30.0","Tel","RR","--","14.5 - 16.0 p"
"KX Tel","000-BFN-475","18 14 34.81 -46 18 17.8","Tel","RR","--","15.0 - 16.0 p"
"KY Tel","000-BFN-476","18 15 45.94 -50 23 24.0","Tel","RR","--","15.5 - 17.0 p"
"KZ Tel","000-BFN-477","18 15 57.90 -47 13 54.3","Tel","RR","--","15.0 - 16.0 p"
"LL Tel","000-BFN-478","18 16 07.58 -49 10 48.8","Tel","RR","--","15.0 - 16.0 p"
"LM Tel","000-BFN-479","18 17 24.25 -46 20 17.5","Tel","RR","--","15.0 - 16.0 p"
"LN Tel","000-BFN-480","18 17 42.82 -45 42 01.9","Tel","RR","--","14.5 - 15.5 p"
"LO Tel","000-BFN-481","18 18 00.33 -46 17 11.1","Tel","RR","--","15.5 - 16.5 p"
"LP Tel","000-BFN-482","18 18 49.84 -51 56 49.6","Tel","RR","--","14.5 - 16.0 p"
"LQ Tel","000-BFN-483","18 18 34.94 -46 57 33.6","Tel","RR","--","16.0 - 17.0 p"
"LR Tel","000-BFN-484","18 18 47.53 -46 45 47.9","Tel","RR","--","15.0 - 16.5 p"
"LS Tel","000-BFN-485","18 20 08.78 -45 38 13.6","Tel","RR","--","14.0 - 15.0 p"
"LT Tel","000-BFN-486","18 20 51.68 -50 53 32.2","Tel","RR","--","16.0 - 17.0 p"
"LV Tel","000-BFN-488","18 23 04.27 -48 20 34.6","Tel","RR","--","14.5 - 15.5 p"
"LW Tel","000-BFN-489","18 22 57.76 -46 23 09.9","Tel","RR","--","14.5 - 15.5 p"
"LX Tel","000-BFN-490","18 23 27.16 -46 59 17.6","Tel","RR","--","14.5 - 15.5 p"
"LY Tel","000-BFN-491","18 24 40.02 -49 29 42.1","Tel","RR","--","15.0 - 16.5 p"
"MN Tel","000-BFN-494","18 26 57.87 -47 19 18.5","Tel","RR","--","14.5 - 15.5 p"
"MO Tel","000-BFN-495","18 27 20.86 -49 56 18.2","Tel","RR","--","15.0 - 16.0 p"
"MP Tel","000-BFN-496","18 30 06.83 -49 02 33.3","Tel","RR","--","15.0 - 16.5 p"
"MQ Tel","000-BFN-497","18 30 18.08 -47 09 02.7","Tel","RR","--","14.0 - 15.0 p"
"MR Tel","000-BFN-498","18 31 03.78 -51 59 16.5","Tel","RR","--","16.0 - 17.0 p"
"OR Tel","000-BFN-522","18 30 14.56 -50 53 48.8","Tel","RR","--","14.7 - 15.6 p"
"NSV 10584","--","18 20 03.90 -51 16 29.0","Tel","RR","--","15.1 - 15.9 p"
"TY TrA","000-BFN-627","15 52 22.49 -63 00 22.3","TrA","RR","--","15.7 - 16.3 p"
"UY TrA","000-BFN-633","15 55 18.59 -62 05 38.8","TrA","RR","--","15.0 - 16.1 p"
"UZ TrA","000-BFN-634","15 56 28.21 -64 00 07.7","TrA","RR","--","14.4 - 15.6 p"
"AE TrA","000-BFN-654","16 09 41.26 -64 45 29.8","TrA","RR","--","14.9 - 15.6 p"
"AT TrA","000-BFN-668","16 14 12.16 -62 26 47.3","TrA","RR","0.6078","13.8 - 15.5 p"
"AU TrA","000-BFN-669","16 14 39.00 -61 56 01.6","TrA","RR","0.4231","14.5 - 15.3 p"
"AV TrA","000-BFN-670","16 15 55.06 -64 51 10.9","TrA","RR","0.39907","14.4 - 15.8 p"
"BH TrA","000-BFN-681","16 19 06.85 -61 22 06.8","TrA","RR","0.5025","14.2 - 15.7 p"
"BI TrA","000-BFN-682","16 19 12.76 -60 54 02.5","TrA","RR","0.4584","14.9 - 15.8 p"
"BY TrA","000-BFN-697","16 22 33.78 -60 37 02.5","TrA","RR","--","14.7 - 16.1 p"
"CI TrA","000-BFN-705","16 26 22.13 -63 19 01.2","TrA","RR","--","14.7 - 15.3 p"
"CK TrA","000-BFN-706","16 26 57.62 -61 44 32.3","TrA","RR","--","14.7 - 15.9 p"
"CO TrA","000-BFN-710","16 28 20.72 -60 20 19.3","TrA","RR","--","15.3 - 16.2 p"
"DP TrA","000-BFN-732","16 36 13.08 -63 42 12.5","TrA","RR","--","13.4 - 14.8 p"
"DQ TrA","000-BFN-733","16 36 03.23 -61 23 01.6","TrA","RR","--","15.0 - 15.9 p"
"ES TrA","000-BFN-751","16 17 49.99 -60 29 27.2","TrA","RR","1.841/N","16.0 - <17.0 p"
"EZ TrA","000-BFN-758","16 25 18.86 -60 28 31.8","TrA","RR","--","15.6 - <16.2 p"
"FG TrA","000-BFN-760","16 27 34.06 -62 05 14.0","TrA","RR","--","15.2 - <16.0 p"
"GH TrA","000-BFN-779","15 22 10.90 -66 44 02.6","TrA","RR","--","15.0 - 16.0 p"
"GI TrA","000-BFN-780","15 41 37.38 -68 26 42.4","TrA","RR","--","15.0 - 16.0 p"
"GK TrA","000-BFN-781","15 41 01.03 -64 51 28.5","TrA","RR","--","15.0 - 16.0 p"
"GM TrA","000-BFN-782","15 43 52.67 -64 40 28.6","TrA","RR","--","15.0 - 16.0 p"
"GO TrA","000-BFN-784","15 52 06.49 -66 31 09.6","TrA","RR","--","15.5 - 17.0 p"
"GP TrA","000-BFN-785","16 01 00.56 -69 35 17.6","TrA","RR","--","14.5 - 15.5 p"
"KO TrA","000-BFN-831","16 35 36.75 -61 13 42.0","TrA","RR","--","15.7 - <16.7 p"
"UNSW-V 834","--","15 00 03.50 -68 36 40.8","TrA","RR","0.54015","12.89 (0.045) I"
"UNSW-V 840","--","15 01 44.80 -69 23 40.4","TrA","RR","0.30171","9.7 (0.006) I"
"UW Tuc","000-BFN-889","00 05 58.57 -74 06 48.6","Tuc","RR","0.46619","14.9 - 15.8 p"
"AH Tuc","000-BFN-909","01 07 03.39 -71 42 59.1","Tuc","RR","0.603334","14.7 - 15.5 p"
"AZ Tuc","000-BFN-924","01 07 53.04 -59 25 47.8","Tuc","RR","--","15.0 - 15.5 p"
"BI Tuc","000-BFN-932","01 21 19.67 -58 09 29.7","Tuc","RR","--","15.0 - 16.0 p"
"BL Tuc","000-BFN-934","23 31 33.21 -73 19 19.3","Tuc","RR","--","15.0 - 15.5 p"
"WISE J004140.0-671142","--","00 41 40.07 -67 11 42.5","Tuc","RR","0.4315106","12.630 (0.231) W1"
"BX UMa","000-BFP-033","11 39 29.42 +55 09 59.5","UMa","RR","--","16.7 - 17.5 p"
"NSVS 2571485","--","10 23 49.56 +66 30 27.4","UMa","RR","0.66688297","11.68 (0.31) R1"
"NSVS 693875","--","08 13 11.64 +69 10 35.9","UMa","RR","0.21034887","12.02 (0.20) R1"
"NSVS 1006816","000-BMV-504","15 08 59.24 +82 17 57.8","UMi","RR","0.23624","13.472 (0.248) R1"
"EI Vel","000-BFP-257","08 07 12.06 -45 03 57.3","Vel","RR","0.733492","13.8 - <14.8 p"
"WISE J085427.1-555810","--","08 54 27.12 -55 58 10.3","Vel","RR","0.437202","12.571 (0.147) W1"
"WISE J091819.1-440732","--","09 18 19.11 -44 07 32.4","Vel","RR","0.3618031","13.575 (0.498) W1"
"WISE J103337.7-540539","--","10 33 37.79 -54 05 39.9","Vel","RR","0.4248564","13.171 (0.360) W1"
"DE Vir","000-BFP-524","12 15 59.34 +09 07 37.6","Vir","RR","--","15.5 - 16.5 p"
"RZ Vol","000-BFP-681","08 43 04.03 -66 07 13.7","Vol","RR","--","14.0 - 15.0 p"
"ST Vol","000-BFP-683","08 47 59.35 -66 33 47.6","Vol","RR","--","15.0 - 16.0 p"
"SU Vol","000-BFP-684","08 48 18.24 -69 26 31.3","Vol","RR","--","15.0 - 16.0 p"
"TV Vol","000-BFP-691","09 00 50.90 -67 29 19.9","Vol","RR","--","15.0 - 16.5 p"
"TW Vol","000-BFP-692","09 00 46.04 -68 35 36.0","Vol","RR","--","16.0 - 17.0 p"
"GS Vul","000-BFP-836","19 48 26.50 +21 32 14.6","Vul","RR","--","16.0 - 17.0 p"
"KQ Vul","000-BFP-882","20 11 59.26 +22 23 59.9","Vul","RR","--","15.5 - 16.5 p"
"KR Vul","000-BFP-883","20 11 52.87 +22 05 47.0","Vul","RR","--","16.0 - 17.0 p"
"WISE J192409.3+233520","--","19 24 09.33 +23 35 20.2","Vul","RR","0.427858","12.402 (0.237) W1"
