Name,AUID,Coords,Const,Type,Period,Mag
"BEST-II lra2b_00733","--","06 51 47.40 -05 30 42.7","Mon","RR","0.973","15.918 (0.14) CR"
"BEST-II lra2b_00755","--","06 52 05.10 -05 11 48.3","Mon","RR","0.895","14.990 (0.14) CR"
"BEST-II lra2b_01113","--","06 50 10.60 -05 31 34.3","Mon","RR","0.719","13.444 (0.05) CR"
"BEST-II lra2b_01172","--","06 50 09.60 -05 24 55.4","Mon","RR","0.618","13.846 (0.08) CR"
"NSVS 12526433","--","06 48 07.31 +02 00 03.5","Mon","RR","0.29369","13.454 (0.272) R1"
"NSVS 15298495","--","07 04 37.80 -10 04 54.6","Mon","RR","0.79586465","12.21 (0.30) R1"
"VZ Mus","000-BDV-847","13 20 11.75 -70 18 30.4","Mus","RR","--","15.2 - 16.4 p"
"XX Mus","000-BDV-852","13 27 43.77 -70 44 22.6","Mus","RR","--","14.0 - 15.0 p"
"CY Mus","000-BDV-927","11 50 39.94 -67 05 47.9","Mus","RR","--","15.0 - 16.0 p"
"DE Mus","000-BDV-930","12 14 59.06 -68 45 21.1","Mus","RR","--","15.0 - 16.0 p"
"DH Mus","000-BDV-933","12 44 41.76 -71 54 06.4","Mus","RR","--","14.5 - 15.5 p"
"DI Mus","000-BDV-934","12 50 16.44 -69 49 14.7","Mus","RR","--","15.5 - 16.5 p"
"DL Mus","000-BDV-936","12 52 17.06 -69 05 07.5","Mus","RR","--","15.0 - 16.0 p"
"DU Mus","000-BDV-945","12 40 59.81 -67 06 37.9","Mus","RR","--","16.0 - <16.5 p"
"WISE J115456.6-673354","--","11 54 56.68 -67 33 54.9","Mus","RR","0.4331157","11.843 (0.194) W1"
"WY Nor","000-BDW-111","15 41 49.09 -58 20 45.2","Nor","RR","0.536337","15.6 - 16.5 p"
"YZ Nor","000-BDW-117","15 48 37.83 -60 00 54.2","Nor","RR","0.5456","15.5 - 16.2 p"
"BZ Nor","000-BDW-166","16 10 25.94 -58 57 29.4","Nor","RR","--","14.4 - 15.1 p"
"CF Nor","000-BDW-170","16 11 30.77 -60 07 53.8","Nor","RR","0.37633","15.5 - 16.3 p"
"CI Nor","000-BDW-173","16 12 13.44 -60 04 23.8","Nor","RR","0.4578","14.7 - 15.7 p"
"DF Nor","000-BDW-191","16 16 33.25 -59 08 53.8","Nor","RR","--","15.1 - 16.2 p"
"EE Nor","000-BDW-207","16 21 15.57 -59 01 32.9","Nor","RR","--","15.1 - 16.3 p"
"EW Nor","000-BDW-223","16 26 54.44 -58 30 21.7","Nor","RR","0.4726","15.3 - 16.2 p"
"EY Nor","000-BDW-225","16 27 23.56 -60 09 12.2","Nor","RR","0.46346","15.7 - 16.5 p"
"FH Nor","000-BDW-229","16 28 39.03 -59 11 17.0","Nor","RR","--","15.0 - 16.0 p"
"KK Nor","000-BDW-295","16 23 56.33 -56 23 40.0","Nor","RR","--","15.6 - <16.6 p"
"KN Nor","000-BDW-298","16 25 52.18 -59 50 53.5","Nor","RR","--","15.5 - <16.5 p"
"KP Nor","000-BDW-300","16 27 08.96 -60 16 16.5","Nor","RR","--","16.0 - <17.0 p"
"KS Nor","000-BDW-303","16 27 55.67 -58 21 08.9","Nor","RR","--","16.0 - <17.0 p"
"LZ Nor","000-BDW-325","16 15 16.11 -59 54 16.4","Nor","RR","2.036/N","16.0 - <17.0 p"
"WISE J162857.2-433546","--","16 28 57.29 -43 35 46.0","Nor","RR","0.443737","10.893 (0.266) W1"
"XX Oct","000-BDW-460","19 26 56.09 -75 07 34.9","Oct","RR","1/N","16.0 - 16.5 p"
"AQ Oct","000-BDW-480","23 08 51.72 -77 11 15.7","Oct","RR","--","14.5 - 15.0 p"
"AW Oct","000-BDW-486","23 20 40.71 -80 29 11.8","Oct","RR","--","16.0 - 17.0 p"
"NSV 14416","--","23 35 14.00 -89 27 52.0","Oct","RR","0.465790","14.4 - 16.0 p"
"DE Oph","000-BDW-633","16 56 36.52 -30 10 54.6","Oph","RR","0.37573","14.8 - 16.2 p"
"IT Oph","000-BBY-557","17 09 26.38 -28 06 51.9","Oph","RR","--","13.8 - 15.0 p"
"KN Oph","000-BDW-741","17 14 06.88 -29 56 31.5","Oph","RR","--","15.0 - <16.0 p"
"LP Oph","000-BDW-756","16 56 48.07 -29 23 37.3","Oph","RR","--","15.1 - 15.8 p"
"LR Oph","000-BDW-758","16 56 56.61 -29 31 00.6","Oph","RR","--","15.5 - 16.2 p"
"LS Oph","000-BDW-759","16 57 00.28 -30 08 56.5","Oph","RR","--","15.4 - 16.2 p"
"LX Oph","000-BDW-764","16 57 13.78 -29 57 43.5","Oph","RR","--","15.3 - 16.0 p"
"LZ Oph","000-BDW-766","16 57 25.35 -29 22 46.8","Oph","RR","--","15.0 - 15.5 p"
"MQ Oph","000-BDW-771","16 57 54.85 -29 27 51.6","Oph","RR","--","15.3 - 16.0 p"
"NO Oph","000-BDW-782","16 58 41.56 -29 50 52.6","Oph","RR","--","15.6 - 16.2 p"
"NR Oph","000-BDW-785","16 59 09.71 -29 04 47.9","Oph","RR","--","15.5 - 16.1 p"
"NS Oph","000-BDW-786","16 59 16.45 -30 03 19.9","Oph","RR","--","15.1 - 15.7 p"
"NW Oph","000-BDW-790","16 59 42.04 -29 35 07.7","Oph","RR","--","15.5 - 16.5 p"
"NZ Oph","000-BDW-793","16 59 43.03 -29 15 21.7","Oph","RR","0.4634","14.6 - 16.1 p"
"OP Oph","000-BDW-795","16 59 51.01 -29 40 09.4","Oph","RR","--","15.0 - 15.7 p"
"OQ Oph","000-BDW-796","16 59 48.37 -27 11 21.9","Oph","RR","--","15.5 - 16.6 p"
"OS Oph","000-BDW-798","17 00 05.64 -29 19 18.8","Oph","RR","--","15.6 - 16.5 p"
"OT Oph","000-BDW-799","17 00 04.37 -28 54 34.5","Oph","RR","0.44573","15.1 - 16.2 p"
"OV Oph","000-BDW-801","17 00 19.75 -30 00 29.2","Oph","RR","--","15.2 - 15.7 p"
"PQ Oph","000-BDW-807","17 01 13.36 -30 00 32.4","Oph","RR","--","14.4 - 15.0 p"
"V0335 Oph","000-BDW-826","17 03 01.71 -29 16 04.8","Oph","RR","--","15.5 - 16.2 p"
"V0336 Oph","000-BDW-827","17 03 03.98 -29 52 20.9","Oph","RR","--","15.4 - 16.0 p"
"V0346 Oph","000-BDW-837","17 05 14.94 -28 52 17.9","Oph","RR","--","14.7 - 15.4 p"
"V0349 Oph","000-BDW-840","17 05 42.05 -29 40 10.1","Oph","RR","--","14.5 - 15.1 p"
"V0824 Oph","000-BDX-267","17 47 17.62 +07 52 05.7","Oph","RR","--","14.2 - 15.3 p"
"V1106 Oph","000-BDX-530","18 30 23.36 +07 48 16.3","Oph","RR","--","16.0 - 17.0 p"
"V1299 Oph","000-BDX-721","17 04 04.16 -16 38 56.2","Oph","RR","0.6106","16.8 - 17.7 p"
"V1307 Oph","000-BDX-729","17 04 35.26 -21 10 15.9","Oph","RR","0.49008","16.2 - 16.8 p"
"V1439 Oph","000-BDX-860","17 08 28.66 -18 50 00.6","Oph","RR","0.60902","15.7 - 16.4 p"
"V1710 Oph","000-BDY-131","17 15 38.63 -19 59 12.3","Oph","RR","0.59821:","17.1 - 18.3 p"
"V1726 Oph","000-BDY-147","17 16 18.31 -22 17 58.4","Oph","RR","0.46605:","17.6 - 18.5 p"
"V1783 Oph","000-BDY-204","17 17 28.32 -19 43 34.4","Oph","RR","0.40603:","15.8 - 16.3 p"
"V1803 Oph","000-BDY-224","17 17 58.71 -18 01 16.5","Oph","RR","0.52118","16.4 - 17.1 p"
"V1831 Oph","000-BDY-252","17 18 45.37 -18 05 29.7","Oph","RR","0.33764","16.1 - 17.3 p"
"V1836 Oph","000-BDY-257","17 18 53.71 -19 59 33.9","Oph","RR","0.43421","17.4 - 18.4 p"
"V1855 Oph","000-BDY-276","17 19 12.63 -17 23 34.0","Oph","RR","0.54017","15.6 - 16.6 p"
"V1886 Oph","000-BDY-307","17 20 14.39 -22 08 28.2","Oph","RR","0.40111","17.9 - 19.0 p"
"V2008 Oph","000-BDY-429","17 23 11.44 -16 33 18.8","Oph","RR","0.55548:","16.0 - 16.8 p"
"V2197 Oph","000-BDY-598","17 16 14.38 -29 25 46.0","Oph","RR","--","17.5 - 19.3 B"
"V2199 Oph","000-BDY-600","17 16 22.70 -29 11 48.3","Oph","RR","--","18 - 19.8 B"
"Konkoly V20","--","17 33 20.23 +10 46 09.4","Oph","RR","--","17.5 (0.4) Rc"
"Konkoly V21","--","17 33 24.34 +10 47 02.4","Oph","RR","--","17.8 (0.2) Rc"
"NSVS 16518671","--","17 15 12.36 -07 08 41.0","Oph","RR","0.20429","13.369 (0.357) R1"
"WISE J165514.0-161924","--","16 55 14.00 -16 19 25.0","Oph","RR","0.4423195","12.617 (0.328) W1"
"WISE J171105.6-052109","--","17 11 05.67 -05 21 09.1","Oph","RR","0.4356321","11.071 (0.260) W1"
"WISE J171144.1-081526","--","17 11 44.13 -08 15 26.2","Oph","RR","0.4270056","12.504 (0.320) W1"
"WISE J180201.2-064310","--","18 02 01.23 -06 43 11.0","Oph","RR","0.4334587","10.912 (0.257) W1"
"WISE J180436.2-054005","--","18 04 36.28 -05 40 05.7","Oph","RR","0.4468768","12.433 (0.350) W1"
"V1881 Ori","--","05 31 18.14 -00 19 48.6","Ori","RR","0.494007","17.6 - 17.9 V"
"BW Pav","000-BFB-488","17 43 13.86 -59 02 17.5","Pav","RR","--","16.2 - 17.2 p"
"BX Pav","000-BFB-489","17 44 00.44 -59 31 07.5","Pav","RR","--","16.0 - 17.1 p"
"BY Pav","000-BFB-490","17 49 22.06 -58 42 17.4","Pav","RR","--","16.9 - 18.0 p"
"BZ Pav","000-BFB-491","17 50 05.59 -60 05 22.9","Pav","RR","--","15.2 - 16.2 p"
"CC Pav","000-BFB-492","17 53 32.75 -57 09 59.7","Pav","RR","--","15.8 - 17.0 p"
"CK Pav","000-BFB-499","18 09 02.71 -60 13 12.7","Pav","RR","--","15.3 - 16.8 p"
"CL Pav","000-BFB-500","17 45 30.77 -59 41 50.9","Pav","RR","--","15.6 - 17.0 p"
"CO Pav","000-BFB-503","18 10 58.02 -60 24 36.8","Pav","RR","--","13.9 - 15.3 p"
"CV Pav","000-BFB-510","18 24 08.56 -58 23 52.6","Pav","RR","--","14.4 - 15.5 p"
"DD Pav","000-BFB-515","18 53 51.33 -60 07 27.0","Pav","RR","--","14.8 - <16.3 p"
"DQ Pav","000-BFB-525","18 40 41.59 -57 43 04.5","Pav","RR","--","14.5 - 15.5 p"
"FW Pav","000-BFB-572","19 54 55.75 -60 28 44.4","Pav","RR","--","14.5 - <16.0 p"
"KS Pav","000-BFB-636","20 46 16.00 -60 13 18.2","Pav","RR","--","16.2 - <17.2 p"
"LW Pav","000-BFB-654","19 53 11.77 -57 54 20.3","Pav","RR","--","15.8 - <16.8 p"
"OS Pav","000-BFB-687","17 50 44.24 -59 48 44.9","Pav","RR","--","16.6 - 17.5 p"
"OT Pav","000-BFB-688","17 52 05.53 -59 50 38.4","Pav","RR","--","15.8 - 16.6 p"
"OV Pav","000-BFB-690","17 52 05.60 -59 16 43.6","Pav","RR","--","16.2 - 17.1 p"
"OY Pav","000-BFB-693","17 59 18.08 -59 37 21.4","Pav","RR","--","15.8 - 16.6 p"
"UNSW-V 594","--","18 20 30.50 -64 38 42.4","Pav","RR","0.77025","13.62 (0.109) I"
"UNSW-V 640","--","18 32 48.30 -66 32 33.8","Pav","RR","0.49298","12.93 (0.116) I"
"UNSW-V 664","--","21 10 48.60 -66 18 50.6","Pav","RR","0.75186","13.59 (0.177) I"
"NSVS 11693196","--","21 37 49.49 +12 58 06.5","Peg","RR","0.33256","13.475 (0.254) R1"
"NSVS 11742503","--","22 32 26.62 +07 49 45.0","Peg","RR","0.21093","13.006 (0.250) R1"
"MQ Per","000-BFC-181","03 49 48.45 +46 08 27.7","Per","RR","--","17.0 - 18.0 p"
"V0428 Per","000-BFC-299","03 02 35.89 +41 12 04.2","Per","RR","0.664191","14.3 - 15.2 p"
"BEST F2_07861","--","02 41 49.40 +52 35 33.6","Per","RR","0.49185","11.58 (0.018) CR"
"BEST F2_20664","--","02 43 20.80 +51 11 07.7","Per","RR","0.43769","15.26 (0.5) CR"
"NSVS 4296994","--","04 39 33.28 +46 58 08.2","Per","RR","0.42943727","11.95 (0.31) R1"
"RX Phe","000-BFC-510","00 24 22.81 -54 25 27.5","Phe","RR","0.52654","14.2 - 15.1 p"
"RZ Phe","000-BFC-512","01 09 37.79 -56 35 06.1","Phe","RR","0.5562","14.9 - 15.8 p"
"AB Phe","000-BFC-545","01 46 12.78 -47 21 11.3","Phe","RR","--","15.0 - 15.5 p"
"NSVS 18181232","--","08 22 27.29 -37 25 53.6","Pup","RR","0.33361","12.334 (0.329) R1"
"WISE J071906.5-361107","--","07 19 06.52 -36 11 07.6","Pup","RR","0.3244716","13.132 (0.465) W1"
"WISE J073144.4-313150","--","07 31 44.47 -31 31 50.6","Pup","RR","0.4326254","12.194 (0.269) W1"
"WISE J073313.2-264901","--","07 33 13.24 -26 49 01.7","Pup","RR","0.4399422","14.378 (0.653) W1"
"WISE J073816.0-332819","--","07 38 16.09 -33 28 19.1","Pup","RR","0.4275639","12.770 (0.300) W1"
"WISE J075504.2-353351","--","07 55 04.25 -35 33 51.8","Pup","RR","0.4218405","12.919 (0.272) W1"
"WISE J075859.3-131934","--","07 58 59.33 -13 19 34.4","Pup","RR","0.3253319","14.327 (0.714) W1"
"WISE J083948.4-304948","--","08 39 48.44 -30 49 48.7","Pyx","RR","0.3621519","14.011 (0.495) W1"
"Y Ret","000-BFD-318","03 27 40.72 -59 44 44.5","Ret","RR","0.53383","14.7 - 15.8 p"
"Z Ret","000-BFD-319","03 31 26.80 -60 51 02.3","Ret","RR","0.587325","15.0 - 15.8 p"
"IR Sgr","000-BFD-777","18 33 39.90 -25 20 50.5","Sgr","RR","0.347:","13.4 - 15.0 p"
"V0562 Sgr","000-BFF-063","18 02 02.31 -36 15 07.6","Sgr","RR","0.47805","15.5 - 16.5 p"
"V0597 Sgr","000-BFF-098","18 05 45.82 -36 08 48.6","Sgr","RR","0.38533","15.1 - 15.8 p"
"V0657 Sgr","000-BFF-152","18 11 43.07 -35 22 26.6","Sgr","RR","0.50152","15.3 - 16.1 p"
"V0658 Sgr","000-BFF-153","18 11 53.65 -36 52 33.7","Sgr","RR","0.4835","15.2 - 16.0 p"
"V0662 Sgr","000-BFF-156","18 12 30.60 -36 55 07.8","Sgr","RR","0.41211","15.3 - 15.9 p"
"V1152 Sgr","000-BFF-606","18 14 36.09 -34 37 18.4","Sgr","RR","--","15.5 - 16.5 p"
"V1214 Sgr","000-BFF-663","18 48 39.29 -25 03 48.1","Sgr","RR","0.71377","14.4 - 15.4 p"
"V1519 Sgr","000-BFF-953","18 04 30.68 -29 51 55.9","Sgr","RR","0.401:","17.9 - 18.3 p"
"V2094 Sgr","000-BCD-935","19 01 08.18 -12 46 20.0","Sgr","RR","--","14.6 - 15.3 p"
"V2171 Sgr","000-BFG-540","19 42 50.94 -40 20 17.0","Sgr","RR","--","15.0 - 15.5 p"
"V2174 Sgr","000-BFG-543","19 44 27.77 -37 25 04.0","Sgr","RR","--","15.0 - 16.0 p"
"V2178 Sgr","000-BFG-547","19 45 13.22 -40 59 05.8","Sgr","RR","--","16.0 - 17.0 p"
"V2222 Sgr","000-BFG-591","20 00 42.30 -40 28 57.7","Sgr","RR","--","15.5 - 16.0 p"
"V2268 Sgr","000-BFG-637","20 23 01.44 -42 21 50.2","Sgr","RR","--","15.0 - 16.0 p"
"V2666 Sgr","000-BFH-019","18 13 03.89 -34 09 05.4","Sgr","RR","--","16.8 - 17.4 p"
"V2688 Sgr","000-BFH-041","18 13 23.61 -33 06 18.8","Sgr","RR","--","15.2 - 17.2 p"
"V2776 Sgr","000-BFH-128","18 15 13.00 -33 09 22.6","Sgr","RR","--","15.4 - 16.6 p"
"V2787 Sgr","000-BFH-139","18 15 30.41 -34 50 07.5","Sgr","RR","0.49921","16.1 - 16.5 p"
"V2790 Sgr","000-BFH-142","18 15 28.05 -33 06 12.0","Sgr","RR","--","17.2 - 18.3 p"
"V2800 Sgr","000-BFH-152","18 15 40.21 -32 23 03.1","Sgr","RR","--","15.3 - 17.1 p"
"V2832 Sgr","000-BFH-184","18 16 10.72 -31 29 41.8","Sgr","RR","0.59352","16.3 - 16.9 p"
"V2885 Sgr","000-BFH-235","18 17 23.30 -36 50 06.6","Sgr","RR","--","14.7 - 16.3 p"
"V2900 Sgr","000-BFH-250","18 17 33.29 -32 52 59.5","Sgr","RR","0.33212:","15.0 - 16.5 p"
"V2928 Sgr","000-BFH-277","18 18 01.37 -35 08 42.5","Sgr","RR","--","16.5 - 17.3 p"
"V2955 Sgr","000-BFH-304","18 18 18.65 -33 26 54.2","Sgr","RR","--","15.9 - 16.7 p"
"V2963 Sgr","000-BFH-312","18 18 24.98 -34 12 08.3","Sgr","RR","0.50779","16.4 - 17.5 p"
"V3023 Sgr","000-BFH-372","18 19 33.26 -33 08 03.9","Sgr","RR","--","16.4 - 17.9 p"
"V3145 Sgr","000-BFH-494","18 21 51.66 -30 59 51.3","Sgr","RR","--","15.9 - 16.9 p"
"V3157 Sgr","000-BFH-506","18 22 19.46 -33 09 57.1","Sgr","RR","--","16.1 - 17.4 p"
"V3166 Sgr","000-BFH-515","18 22 31.30 -33 27 27.5","Sgr","RR","--","14.6 - 16.1 p"
"V3184 Sgr","000-BFH-533","18 23 02.52 -32 16 39.8","Sgr","RR","--","15.6 - 17.2 p"
"V3275 Sgr","000-BFH-624","18 25 01.76 -33 21 55.4","Sgr","RR","--","16.5 - 17.2 p"
"V3284 Sgr","000-BFH-633","18 25 18.72 -35 25 26.8","Sgr","RR","0.52497","15.8 - 16.6 p"
"V3316 Sgr","000-BFH-665","18 26 02.03 -35 44 02.5","Sgr","RR","--","15.6 - 16.6 p"
"V3334 Sgr","000-BFH-683","18 26 40.67 -35 13 11.0","Sgr","RR","--","15.4 - 15.9 p"
"V3350 Sgr","000-BFH-699","18 27 05.72 -34 33 50.9","Sgr","RR","0.49724","14.6 - 16.1 p"
"V3394 Sgr","000-BFH-743","18 28 27.94 -33 46 24.1","Sgr","RR","0.50649","15.3 - 16.4 p"
"V3445 Sgr","000-BFH-794","18 30 08.97 -36 05 21.3","Sgr","RR","--","16.3 - 17.1 p"
"V3446 Sgr","000-BFH-795","18 30 01.09 -33 01 54.0","Sgr","RR","0.33296","16.3 - 17.3 p"
"V3459 Sgr","000-BFH-808","18 30 21.13 -33 48 36.0","Sgr","RR","0.50655","15.3 - 16.5 p"
"V3492 Sgr","000-BFH-840","18 31 22.67 -33 57 49.6","Sgr","RR","--","15.7 - 16.1 p"
"V3512 Sgr","000-BFH-859","18 32 22.24 -35 23 42.1","Sgr","RR","--","14.2 - 15.4 p"
"V3519 Sgr","000-BFH-866","18 32 30.79 -35 43 56.9","Sgr","RR","--","18.0 - 18.7 p"
"V3557 Sgr","000-BFH-904","18 33 32.89 -33 36 54.2","Sgr","RR","--","15.3 - 16.1 p"
"V3614 Sgr","000-BFH-960","18 35 30.75 -33 31 45.5","Sgr","RR","0.22061","16.8 - 17.7 p"
"V3637 Sgr","000-BFH-983","18 36 16.91 -36 10 57.2","Sgr","RR","--","15.7 - 16.5 p"
"V3654 Sgr","000-BFH-999","18 36 55.36 -32 44 26.4","Sgr","RR","--","15.3 - 16.1 p"
"V3681 Sgr","000-BFJ-026","18 38 01.01 -34 06 01.5","Sgr","RR","--","15.8 - 17.0 p"
"V3688 Sgr","000-BFJ-033","18 38 10.63 -33 07 43.3","Sgr","RR","--","14.7 - 15.8 p"
"V3689 Sgr","000-BFJ-034","18 38 14.20 -33 47 44.7","Sgr","RR","--","15.2 - 17.1 p"
"V3713 Sgr","000-BFJ-058","18 39 31.60 -34 34 25.1","Sgr","RR","--","15.7 - 16.6 p"
"V3741 Sgr","000-BFJ-086","18 40 23.06 -32 27 56.1","Sgr","RR","--","15.6 - 17.0 p"
"V3745 Sgr","000-BFJ-090","18 40 36.57 -34 44 09.6","Sgr","RR","0.33891","15.2 - 15.9 p"
"V3753 Sgr","000-BFJ-098","18 40 40.13 -32 34 12.5","Sgr","RR","--","15.6 - 16.6 p"
"V3800 Sgr","000-BFJ-139","18 20 02.22 -26 40 50.6","Sgr","RR","--","14.0 - 15.4 p"
"V4080 Sgr","000-BFJ-378","18 42 46.25 -32 37 43.1","Sgr","RR","--","16.2 - 17.2 B"
"V4085 Sgr","000-BFJ-383","18 43 34.84 -32 45 11.9","Sgr","RR","--","16 - 16.9 B"
"V4126 Sgr","000-BFJ-423","18 14 32.09 -31 49 24.1","Sgr","RR","--","16.5 - 17.2 B"
"OGLE-IV BLG500.17 159235","--","17 54 32.45 -28 28 13.4","Sgr","RR","0.30728","17.241 - ? I"
"WISE J182626.2-201257","--","18 26 26.23 -20 12 57.3","Sgr","RR","0.3504471","12.170 (0.441) W1"
"BF Sco","000-BFK-403","16 48 32.78 -30 07 40.6","Sco","RR","0.4244","13.7 - 15.4 p"
"DQ Sco","000-BFK-452","16 49 17.54 -30 02 54.1","Sco","RR","0.4146","15.9 - <16.5 p"
"FP Sco","000-BFK-485","17 06 46.65 -32 01 39.4","Sco","RR","--","15.0 - <16.0 p"
"GV Sco","000-BFK-506","16 50 43.43 -29 28 09.8","Sco","RR","--","15.5 - 16.4 p"
"GX Sco","000-BFK-508","16 51 40.65 -29 51 00.0","Sco","RR","--","15.0 - 16.1 p"
"GZ Sco","000-BFK-510","16 54 14.74 -30 45 36.6","Sco","RR","--","14.7 - 15.9 p"
"HR Sco","000-BFK-516","16 56 43.12 -30 32 44.7","Sco","RR","--","15.9 - 16.5 p"
"HS Sco","000-BBY-213","16 57 05.66 -31 03 51.8","Sco","RR","--","13.9 - 14.9 p"
"HU Sco","000-BFK-518","16 57 42.14 -30 17 11.4","Sco","RR","--","15.3 - 15.8 p"
"HV Sco","000-BFK-519","16 58 10.81 -30 42 16.2","Sco","RR","--","15.3 - 15.9 p"
"HY Sco","000-BFK-522","16 59 00.42 -31 25 59.0","Sco","RR","--","15.5 - 16.3 p"
"HZ Sco","000-BFK-523","16 59 01.38 -30 41 23.0","Sco","RR","--","15.4 - 16.2 p"
"II Sco","000-BFK-524","16 59 20.42 -30 46 03.8","Sco","RR","--","15.6 - 16.2 p"
"IN Sco","000-BFK-528","17 00 14.49 -30 24 08.6","Sco","RR","--","15.6 - 16.2 p"
"IO Sco","000-BFK-529","17 00 20.11 -30 48 24.3","Sco","RR","--","15.3 - 15.9 p"
"IS Sco","000-BFK-533","17 01 44.91 -31 01 07.0","Sco","RR","--","15.3 - 16.7 p"
"IW Sco","000-BFK-537","17 02 14.64 -31 17 26.3","Sco","RR","--","15.4 - 16.0 p"
"IY Sco","000-BFK-539","17 03 08.51 -31 29 54.5","Sco","RR","--","13.9 - 14.8 p"
"V0447 Sco","000-BFK-731","17 58 22.40 -37 03 58.5","Sco","RR","0.40987","15.5 - 16.7 p"
"V0660 Sco","000-BFK-928","17 52 33.88 -39 21 19.4","Sco","RR","--","15.5 - <16.5 p"
"V0828 Sco","000-BFL-066","17 52 51.36 -45 14 06.7","Sco","RR","--","15.0 - 16.0 p"
"V0834 Sco","000-BFL-072","17 54 43.60 -45 30 48.9","Sco","RR","--","15.5 - 16.5 p"
"V0839 Sco","000-BFL-077","17 55 52.40 -44 56 05.8","Sco","RR","--","15.0 - 16.0 p"
"V0847 Sco","000-BFL-085","17 57 46.18 -44 41 59.2","Sco","RR","--","15.0 - 16.5 p"
"V0871 Sco","000-BFL-105","17 55 02.96 -38 32 46.3","Sco","RR","--","14.5 - 15.3 p"
"NSVS 19415853","--","17 53 44.21 -35 56 12.6","Sco","RR","0.61730595","11.33 (0.66) R1"
"WISE J162642.0-412457","--","16 26 42.03 -41 24 57.7","Sco","RR","0.4288358","12.189 (0.301) W1"
"WISE J163420.1-430933","--","16 34 20.14 -43 09 33.2","Sco","RR","0.4213482","12.258 (0.569) W1"
"WISE J164310.7-315627","--","16 43 10.79 -31 56 27.1","Sco","RR","0.4419043","12.511 (0.511) W1"
"FX Sct","000-BFL-621","18 41 56.60 -10 57 21.0","Sct","RR","--","14.3 - 15.0 p"
"HH Sct","000-BFL-641","18 50 01.81 -11 21 04.3","Sct","RR","0.9:","15.6 - 16.4 p"
"HW Sct","000-BFL-655","18 50 39.25 -09 11 29.6","Sct","RR","0.5:","16.1 - 16.7 p"
"IR Sct","000-BFL-667","18 51 12.96 -08 32 23.7","Sct","RR","0.65:","15.9 - 16.5 p"
"IY Sct","000-BFL-674","18 51 31.40 -11 55 22.3","Sct","RR","0.93/N","14.7 - 16.2 p"
"KM Sct","000-BFL-678","18 51 36.77 -08 31 29.6","Sct","RR","0.3:","15.6 - 16.2 p"
"KV Sct","000-BFL-687","18 52 16.20 -10 53 33.6","Sct","RR","0.34:","14.1 - 14.6 p"
"LY Sct","000-BFL-705","18 52 52.48 -08 57 12.3","Sct","RR","0.48","15.7 - 16.8 p"
"MN Sct","000-BFL-708","18 52 58.77 -08 42 06.1","Sct","RR","0.55:","16.2 - 17.1 p"
"NO Sct","000-BFL-722","18 53 51.54 -10 13 22.0","Sct","RR","0.274:","15.4 - 16.6: p"
"OT Sct","000-BFL-739","18 54 38.44 -05 58 47.5","Sct","RR","--","15.4 - 16.7 p"
"QR Sct","000-BFL-758","18 55 24.26 -05 44 47.6","Sct","RR","--","16.9 - 17.2 p"
"QT Sct","000-BFL-760","18 55 38.28 -09 14 09.0","Sct","RR","0.8:","15.8 - 16.7 p"
"V0348 Sct","000-BFL-780","18 57 47.78 -08 09 05.8","Sct","RR","--","13.3 - 14.1 p"
"V0353 Sct","000-BFL-785","18 58 06.94 -09 41 52.7","Sct","RR","--","16.8 - 17.8: p"
"V0355 Sct","000-BFL-787","18 58 09.59 -08 15 02.0","Sct","RR","0.310554","14.0 - 14.5 p"
"V0357 Sct","000-BFL-789","18 58 08.00 -04 41 45.8","Sct","RR","0.467:","15.2 - 16.6 p"
"V0359 Sct","000-BFL-791","18 58 22.68 -09 52 41.9","Sct","RR","--","15.5 - 16.0 p"
"NSVS 13810713","--","18 13 11.68 -01 46 37.8","Ser","RR","0.33345","13.309 (0.378) R1"
"WISE J183111.5+004205","--","18 31 11.60 +00 42 05.5","Ser","RR","0.4465304","12.454 (0.439) W1"
"SY Tel","000-BFN-259","18 11 42.96 -52 27 35.4","Tel","RR","--","13.9 - 16.0 p"
"SZ Tel","000-BFN-260","18 17 05.36 -53 33 50.3","Tel","RR","--","13.6 - 15.8 p"
"UW Tel","000-BFN-270","18 16 29.11 -53 06 51.4","Tel","RR","0.2882:","14.8 - 15.3 p"
"BT Tel","000-BFN-320","18 11 35.27 -55 35 11.2","Tel","RR","--","14.7 - 15.9 p"
"BU Tel","000-BFN-321","18 11 22.67 -50 39 29.3","Tel","RR","--","14.2 - 15.2 p"
"BV Tel","000-BFN-322","18 11 17.01 -50 32 04.8","Tel","RR","--","14.7 - 15.8 p"
"BX Tel","000-BFN-324","18 11 31.29 -51 12 38.6","Tel","RR","--","14.8 - 16.2 p"
"BZ Tel","000-BFN-326","18 11 47.05 -49 53 03.8","Tel","RR","--","14.4 - 16.3 p"
"CD Tel","000-BFN-328","18 12 54.07 -54 44 27.9","Tel","RR","--","15.5 - 16.8 p"
"CE Tel","000-BFN-329","18 13 45.57 -56 22 19.6","Tel","RR","--","14.4 - 15.6 p"
"CF Tel","000-BFN-330","18 13 35.14 -55 45 56.0","Tel","RR","--","13.9 - 15.9 p"
"CG Tel","000-BFN-331","18 13 42.72 -52 43 54.6","Tel","RR","--","14.8 - 15.9 p"
