  The type of the variability: UV          
V0573 Tau |035407.0+225349. |UV        | 16.2    |  18.0      |B |
V0576 Tau |035410.4+230536. |UV        | 16.3    |  17.9      |B |
V0887 Tau |035411.5+251843. |UV        | 16.5    |  18.0      |U |
V0400 Tau |035413.0+232051. |UV        | 15.5    |  17.2      |p |
V0886 Tau |035413.3+252829. |UV        | 15.2    |  16.7      |U |
V0682 Tau |035420.7+220643. |UV        | 16.2    |  20.0      |U |
V0572 Tau |035423.1+255934. |UV        | 15.0    |  16.6      |p |
V0401 Tau |035425.0+244244. |UV        | 16.     |  21.4      |U |
V0888 Tau |035428.0+235007. |UV        | 13.5    |  15.0      |U |
V0575 Tau |035430.4+242905. |UV        | 15.9    |  16.5      |p |
V0402 Tau |035433.6+254044. |UV        | 14.3    |  17.3      |U |
V0982 Tau |035433.6+231919. |UV        | 15.3    |< 18.       |U |
V0577 Tau |035434.8+215302. |UV        | 13.5    |  17.6      |p |
V0683 Tau |035439.5+223636. |UV        | 15.4    |  16.2      |p |
V0684 Tau |035450.0+244536. |UV        | 16.4    |  17.0      |U |
V0889 Tau |035452.6+243435. |UV        | 13.5    |  15.5      |U |
V0685 Tau |035454.5+230249. |UV        | 15.9    |  18.1      |B |
V0578 Tau |035501.0+242730. |UV        | 14.9    |  15.7      |U |
V0686 Tau |035502.5+251933. |UV        | 16.1    |  17.2      |p |
V1058 Tau |035506.3+230035. |UV        | 12.6    |  18.       |U |
V0579 Tau |035529.0+234621. |UV        | 15.3    |  16.0      |U |
V0403 Tau |035533.9+224832. |UV        | 13.6    |  16.4      |B |M:
V0688 Tau |035545.3+261557. |UV        | 16.6    |  18.3      |p |
V0404 Tau |035548.7+235536. |UV        | 14.8    |  16.4      |B |
V0689 Tau |035551.0+241203. |UV        | 15.7    |  17.2      |p |
V0770 Tau |035551.7+230429. |UV        | 15.2    |  16.5      |U |
V0690 Tau |035556.4+251800. |UV        | 15.7    |  17.5      |p |
V0581 Tau |035608.6+214548. |UV        | 13.3    |  16.8      |p |
V0481 Tau |035615.6+252924. |UV        | 15.7    |  18.4      |B |
V0717 Tau |035619.0+235553. |UV        | 15.0    |  16.8  :   |U |
V0771 Tau |035623.5+244957. |UV        | 11.6    |  16.6      |U |
V0691 Tau |035625.1+260812. |UV        | 17.6    |  18.7      |p |
V0692 Tau |035630.4+241719. |UV        | 14.8    |  17.8      |p |
V0693 Tau |035657.1+244835. |UV        | 15.5    |  17.2  :   |p |
V0983 Tau |035703.1+242153. |UV        | 14.1    |< 18.       |U |
V0772 Tau |035709.1+220154. |UV        | 17.0    |  19.0      |p |
V0472 Tau |035719.1+220524. |UV        | 15.4    |  17.6      |p |
V0582 Tau |035737.0+252420. |UV        | 15.9    |  17.1      |p |
V0890 Tau |035740.7+251604. |UV        | 14.5    |< 18.5      |p |
V0583 Tau |035743.0+252307. |UV        | 14.0    |  19.0      |p |
V0584 Tau |035750.8+245205. |UV        | 14.7    |  15.5      |p |
V0694 Tau |035759.6+242915. |UV        | 15.8    |  17.8      |p |
V0405 Tau |035857.0+234232. |UV        | 15.6    |  16.8      |p |
NSV 01429 |035917.1+140357. |UV        | 14.2    |  14.7      |p |
V0585 Tau |040518.6+163407. |UV        | 13.6    |  14.3      |p |
DY    Eri |041521.6-073914. |UV        | 12.16   |  13.88     |U |M4.5Ve
V1421 Tau |042122.4+260521. |UV        | 17.2    |  19.6      |* |
NSV 01571 |042202.0+161907. |UV        | 14.3    |  14.8      |p |
V0820 Tau |042241.4+253459. |UV        | 15.2    |  17.5      |B |
IN    Tau |042350.4+145518. |UV        | 14.3    |  15.83     |U |M3Ve
V0821 Tau |042408.0+235511. |UV        | 16.0    |  17.1      |B |
IO    Tau |042409.4+150515. |UV        | 15.8    |  17.8      |U |M3
V0894 Tau |042411.0+225453.:|UV        | 16.3    |  20.5      |p |
V0896 Tau |042416.1+261631. |UV        | 15.2    |  16.8      |p |
V0898 Tau |042429.4+234739. |UV        | 14.4    |  20.0      |p |
V1101 Tau |042452.1+220242. |UV        | 14.8    |  16.2      |p |
V0899 Tau |042501.1+241807. |UV        | 14.3    |  20.0      |B |
V0900 Tau |042506.7+233357. |UV        | 15.5    |  17.4      |U |
V0805 Tau |042513.5+171606. |UV        | 14.3    |  15.8      |U |M2
V0901 Tau |042521.4+224904. |UV        | 15.0    |  16.6      |B |
V0822 Tau |042540.0+215747.:|UV        | 14.5    |  19.5      |p |
V0902 Tau |042555.1+240419. |UV        | 14.9    |  16.4      |U |
V0823 Tau |042603.3+244235. |UV        | 15.9    |  17.4      |p |
V0903 Tau |042607.5+225910. |UV        | 14.9    |  16.5      |B |
V0905 Tau |042619.6+223242. |UV        | 15.2    |  17.0      |B |
V0907 Tau |042623.5+221956. |UV        | 15.3    |  17.6      |B |
V0909 Tau |042628.3+223055. |UV        | 14.7    |  17.0      |B |
V0904 Tau |042628.4+263613. |UV        | 16.2    |  18.6      |p |
V0908 Tau |042637.9+253354. |UV        | 15.0    |  16.1      |U |
V0910 Tau |042645.2+252042. |UV        | 15.3    |  17.0      |B |
V0913 Tau |042702.8+221704. |UV        | 14.2    |  16.2      |B |
V0912 Tau |042705.2+250828. |UV        | 15.6    |  17.2      |B |
V0914 Tau |042722.7+233452. |UV        | 15.3    |  16.7      |B |
V0915 Tau |042728.9+235834. |UV        | 14.6    |  15.7      |U |
V0916 Tau |042746.5+240107. |UV        | 15.7    |  17.1      |B |
V0824 Tau |042803.7+242408. |UV        | 14.9    |  20.       |p |
V0917 Tau |042824.3+244415. |UV        | 16.1    |  18.0      |B |
V0919 Tau |042844.0+250435.:|UV        | 15.6    |  16.8      |B |
V0922 Tau |042916.8+230343. |UV        | 14.6    |  16.8      |B |
V0923 Tau |043003.9+255003. |UV        | 15.9    |  17.3      |p |
V0924 Tau |043013.3+250946. |UV        | 14.2    |  16.0      |B |
V0484 Tau |043023.9+172959. |UV        | 14.0    |  16.00     |B |
V0926 Tau |043030.4+222954. |UV        | 16.1    |  18.9      |B |
V0925 Tau |043038.2+225429. |UV        | 13.1    |  15.6      |U |
EY    Tau |043045.0+223748. |UV        | 15.5    |  16.5      |p |M3-5Ve
NSV 16043 |043055.6+242326. |UV        | 15.9    |  16.7      |p |
V1105 Tau |043055.8+245017. |UV        | 13.7    |  18.0      |p |
V0825 Tau |043111.8+263316. |UV        | 14.7    |  20.       |p |
V0927 Tau |043123.8+241053. |UV        | 14.0    |  16.15     |B |
V0929 Tau |043238.3+221826. |UV        | 14.7    |  16.8      |B |
V0828 Tau |043240.6+224211. |UV        | 16.8    |  18.5      |B |
V0829 Tau |043252.2+263505.:|UV        | 15.0    |  20.5      |p |
V0930 Tau |043259.0+261440. |UV        | 15.5    |  21.0      |p |
V1106 Tau |043314.4+242136. |UV        | 16.0    |  17.2      |p |
V0932 Tau |043323.0+223516.:|UV        | 15.6    |  16.8      |B |
V0697 Tau |043323.8+235927. |UV        | 12.4    |  14.5      |p |M1ea
V0931 Tau |043323.8+253515. |UV        | 14.3    |  19.7      |B |
V1107 Tau |043325.1+224058. |UV        | 15.7    |  19.8      |p |
V0933 Tau |043355.9+250803. |UV        | 15.3    |  17.1      |B |
V0936 Tau |043404.3+220015. |UV        | 15.6    |  17.8      |p |
V0934 Tau |043405.7+252127. |UV        | 15.2    |  19.1      |p |
V0589 Tau |043413.7+121619. |UV        | 14.4    |  15.1      |p |
V1108 Tau |043413.7+222645. |UV        | 14.7    |  16.1      |p |
V0937 Tau |043418.5+235631. |UV        | 15.0    |  17.3      |B |
V1109 Tau |043419.3+222355. |UV        | 14.8    |  15.9      |p |
V0935 Tau |043421.9+253144. |UV        | 16.9    |  19.3      |B |
V1111 Tau |043442.8+244611. |UV        | 15.0    |  18.8      |p |
V0940 Tau |043445.2+222010. |UV        | 15.6    |  17.6      |B |
V0939 Tau |043449.0+235010.:|UV        | 15.3    |  16.4      |B |
V1113 Tau |043450.8+221827. |UV        | 14.5    |  16.7      |p |
V0832 Tau |043455.4+263501. |UV        | 15.9    |  17.1      |p |
EZ    Tau |043513.2+225920. |UV        | 13.4    |  17.9      |p |M5Ve
V0941 Tau |043525.2+264234. |UV        | 15.3    |  18.5      |p |
V1114 Tau |043608.7+232831. |UV        | 14.1    |  16.0      |p |
V0943 Tau |043621.6+243606. |UV        | 17.1    |  19.6      |B |
FH    Tau |043638.0+230231. |UV        | 14.8    |  17.4      |p |M4-5Ve
V0942 Tau |043640.9+264318. |UV        | 14.7    |  16.6      |p |
V0944 Tau |043654.7+255051. |UV        | 16.2    |  17.8      |B |
V0945 Tau |043718.0+230100.:|UV        | 16.1    |  19.5      |p |
V0946 Tau |043750.4+245211. |UV        | 14.1    |  15.6      |B |
V1117 Tau |043815.6+230228. |UV        | 14.1    |  15.3      |p |
V0947 Tau |043826.0+220401. |UV        | 15.1    |  16.2      |p |
V0948 Tau |043833.0+234204. |UV        | 16.0    |  18.1      |B |
V0949 Tau |043848.0+225754.:|UV        | 16.1    |  17.0      |B |
V0950 Tau |043938.6+230100. |UV        | 14.7    |  16.2      |U |
V0951 Tau |043948.2+235455. |UV        | 16.0    |  17.4      |B |
NSV 01688 |044008.6+122629. |UV        | 13.6    |  14.5      |p |
V1118 Tau |044041.9+230117. |UV        | 15.1    |  16.4      |p |
V0952 Tau |044052.6+225045. |UV        | 13.6    |  17.3      |B |
V0954 Tau |044116.4+223413. |UV        | 15.2    |  17.1      |U |
V0953 Tau |044124.7+230342. |UV        | 13.0    |  15.9      |U |
V0956 Tau |044227.0+244939.:|UV        | 16.0    |  17.4      |B |
V0957 Tau |044243.0+232838.:|UV        | 15.5    |  17.1      |p |
V0958 Tau |044301.0+234037.:|UV        | 14.2    |  15.7      |p |
NSV 16155 |044353.1+262933. |UV        | 15.8    |  18.7      |p |
V0835 Tau |044354.0+222233.:|UV        | 14.6    |  18.8      |p |
V0959 Tau |044416.0+254231.:|UV        | 15.8    |  20.0      |p |
V1837 Ori |045607.0+125415. |UV        | 21.1    |(  0.3   * )|V |
V1194 Ori |052801.4-065336. |UV        | 13.9    |  19.3      |B |
V1195 Ori |053102.0-043336.:|UV        | 15.0    |< 19.0      |U |
V1196 Ori |053145.5-041621. |UV        | 12.6    |  13.76     |U |
V0998 Ori |053214.7+094915. |UV        | 12.6    |  13.12     |B |M4Ve
V0371 Ori |053344.8+015643. |UV        | 11.0    |  13.01     |B |M2.5Ve
V1272 Ori |053453.1-042903. |UV        | 14.6    |  16.2      |U |
NSV 16581 |053552.6-060709. |UV        | 14.5    |  20.5      |U |
NSV 16588 |053608.5-042758. |UV        | 15.7    |  18.1      |U |
V1200 Ori |053657.5-070212. |UV        | 14.8    |  21.5  :   |B |
V1402 Ori |054016.1+123901. |UV        |  6.73   |  14.02     |U |
V0780 Tau |054025.7+244808. |UV        | 15.0    |  16.84     |B |M:Ve
V1052 Ori |054205.1-051108. |UV        | 14.0    |< 21.0      |U |
TZ    Lep |054442.7-200352. |UV        | 16.1    |  17.6      |U |
V0962 Tau |054552.0+225247. |UV        | 13.5    |  15.4      |p |
V0910 Ori |054747.1+075314. |UV        | 15.5    |  19.       |p |
V1003 Ori |054956.9+064653. |UV        | 14.5    |  17.63     |B |
AP    Col |060452.0-343336. |UV        | 13.40   |(  2.5   U )|B |
V2852 Ori |060526.8+201023. |UV        | 17.4    |  18.5      |V |
NSV 02863 |061034.6-215153. |UV        |  8.13   |   8.20     |V |M1Ve
V0577 Mon |062923.4-024850. |UV        | 12.5    |  13.3      |B |M4.5Ve
V0655 Mon |063334.6+100253. |UV        | 14.9    |  16.6      |p |
V0690 Mon |063446.2+102734. |UV        | 16.0    |  16.6      |p |
V0656 Mon |063525.8+092827. |UV        | 16.3    |  17.0      |p |
V0657 Mon |063732.8+111522. |UV        | 15.0    |  18.5      |p |
V0659 Mon |063755.2+093432. |UV        | 15.8    |  16.4      |p |
V0658 Mon |063755.9+081344. |UV        | 15.3    |  16.3      |p |
V0660 Mon |063829.0+091126. |UV        | 15.3    |  16.6      |p |
V0661 Mon |063858.2+082139. |UV        | 15.8    |  16.8      |p |
V0662 Mon |063911.1+092012. |UV        | 14.7    |  15.6      |p |
V0663 Mon |063916.9+091741. |UV        | 16.0    |  16.7      |p |
V0664 Mon |063927.8+082207. |UV        | 16.0    |  17.0      |p |
V0665 Mon |063936.8+102010. |UV        | 14.8    |  19.0      |p |
V0666 Mon |063943.0+091027. |UV        | 15.8    |  20.3      |p |
V0667 Mon |064020.5+092839. |UV        | 15.8    |  17.8      |p |
V0668 Mon |064032.8+085102. |UV        | 16.6    |  17.2      |p |
V0669 Mon |064110.3+092150. |UV        | 15.5    |  18.2      |p |
NSV 03135 |064111.0+092559. |UV        | 17.0    |< 19.0      |p |KM
V0670 Mon |064118.9+093555. |UV        | 16.5    |  19.2      |p |
V0671 Mon |064127.2+095210. |UV        | 16.6    |  18.9      |p |
V0672 Mon |064135.4+094919. |UV        | 16.3    |  18.1      |p |
V0673 Mon |064145.9+093303. |UV        | 16.4    |  17.8      |p |
V0675 Mon |064252.4+101848. |UV        | 16.4    |  17.0      |p |
V0674 Mon |064254.7+091221. |UV        | 16.0    |  16.7      |p |
V0676 Mon |064318.3+093510. |UV        | 16.3    |  17.3      |p |
V0677 Mon |064342.6+091303. |UV        | 16.2    |  17.2      |p |
V0693 Mon |064409.5+081332. |UV        | 16.5    |  17.0      |p |
HM    CMa |064519.0-164809. |UV        |  8.9    |  11.97     |V |
V0678 Mon |064739.7+090431. |UV        | 15.4    |  16.1      |p |
V0679 Mon |065049.6+102406. |UV        | 15.0    |  16.1      |p |
QY    Aur |071001.8+383146. |UV        | 10.9    |  13.19     |B |M5Ve+M5Ve
V0513 Gem |074726.6+262346. |UV        | 15.7    |  18.7      |CV|
EX    Lyn |080324.7+381836. |UV        | 15.9    |< 19.7      |R |M5e
DX    Cnc |082949.3+264634. |UV        | 14.3    |  19.0      |U |M6.5Ve
BZ    Cnc |083033.4+190158. |UV        | 14.9    |  15.6      |p |
CV    Cnc |083137.7+192351. |UV        | 11.8    |  15.8      |U |M5Ve
EK    Cnc |083157.6+211452. |UV        | 16.2    |  17.6      |U |
NSV 04125 |083236.2+192412. |UV        | 15.2    |  16.1      |p |
DD    Cnc |083322.3+204319. |UV        | 16.0    |< 18.0      |U |M3-4
AU    Cnc |083352.3+192718. |UV        | 16.6    |  19.1      |U |
DY    Cnc |083429.0+191534.:|UV        | 12.0    |  16.5      |U |
DZ    Cnc |083431.0+191521.:|UV        | 11.5    |  14.       |U |
LS    Vel |083507.1-530425. |UV        | 14.5    |  19.5      |B |
DF    Cnc |083528.9+181222. |UV        | 14.0    |  16.5      |U |M4
DG    Cnc |083543.4+191448. |UV        | 13.5    |  15.5      |U |M2:
EL    Cnc |083611.0+200134.:|UV        | 17.9    |  21.0      |p |
DI    Cnc |083627.0+193533.:|UV        | 16.1    |  19.9      |U |
DH    Cnc |083630.0+203933.:|UV        | 17.0    |< 18.0      |U |M
CD    Cnc |083649.0+191859. |UV        | 14.3    |  18.9      |p |
AV    Cnc |083719.3+195656. |UV        | 16.6    |  18.6      |U |
EE    Cnc |083815.0+192809.:|UV        | 11.0    |  14.5      |U |
EM    Cnc |083822.0+201344.:|UV        | 15.     |< 17.       |U |
DL    Cnc |083829.4+203226. |UV        | 14.0    |< 18.0      |U |M
AW    Cnc |083830.7+180718. |UV        | 15.6    |  18.6      |U |
DM    Cnc |083832.1+182754. |UV        | 17.1    |  18.1      |B |
CF    Cnc |083834.0+191532.:|UV        | 14.4    |  20.6      |U |
CE    Cnc |083839.0+214556. |UV        | 12.8    |  17.2      |U |
DN    Cnc |083843.9+191738. |UV        | 15.8    |  18.9      |U |
EN    Cnc |083853.0+195137.:|UV        | 15.5    |  18.       |U |
EO    Cnc |083903.2+200238. |UV        | 14.0    |  16.9      |U |
AX    Cnc |083909.9+194659. |UV        | 14.8    |  18.8      |U |M2.5e
AY    Cnc |083914.5+200119. |UV        | 15.5    |  19.0      |U |
DO    Cnc |083951.4+203450. |UV        | 14.5    |  18.0      |U |M3-4
AZ    Cnc |084029.7+182409. |UV        | 14.1    |  20.5      |U |M6.5Ve
BB    Cnc |084038.0+192947.:|UV        | 15.7    |  21.8      |U |M:
KS    Vel |084045.4-543754. |UV        | 18.   : |  22.       |U |
CH    Cnc |084103.7+174856. |UV        | 16.2    |  18.6      |p |
BC    Cnc |084107.0+190143.:|UV        | 16.8    |  20.9      |U |M:
CG    Cnc |084110.6+184515. |UV        | 17.7    |  19.1      |p |
BD    Cnc |084111.9+195356. |UV        | 13.5    |  18.4      |U |
BE    Cnc |084122.0+201242.:|UV        | 16.6    |  21.6      |U |
EQ    Cnc |084122.0+195116.:|UV        | 15.8    |  17.1      |p |
CI    Cnc |084124.2+181403. |UV        | 15.1    |  18.0      |U |
CK    Cnc |084133.0+184446.:|UV        | 15.5    |  19.6  :   |U |
DP    Cnc |084136.5+173347. |UV        | 13.2    |  18.0      |U |M3-4
CL    Cnc |084204.0+195708.:|UV        | 16.8    |  17.7      |p |
FG    Cnc |084211.0+204014.:|UV        | 15.0    |  15.6      |U |
DQ    Cnc |084213.8+202127. |UV        | 15.0    |  16.8      |U |M1:
CN    Cnc |084233.0+183348.:|UV        | 15.7    |  17.4      |p |
CM    Cnc |084236.5+204140. |UV        | 14.0    |  16.6      |U |
BG    Cnc |084244.0+194632.:|UV        | 15.5    |  18.5      |U |
BH    Cnc |084248.2+210158. |UV        | 16.3    |  19.5      |B |
CO    Cnc |084251.0+181405.:|UV        | 16.0    |  19.9      |p |
CP    Cnc |084322.0+191204.:|UV        | 16.4    |  20.1      |p |
NSV 04217 |084405.4+210349.*|UV        | 17.3    |  19.3      |U |
DR    Cnc |084444.9+192423. |UV        | 15.5    |< 18.0      |U |M
DS    Cnc |084513.6+174326. |UV        | 16.3    |  17.0      |U |M4
ER    Cnc |084549.0+195043.:|UV        | 14.5    |< 17.       |U |
BK    Cnc |084612.0+184709.:|UV        | 15.7    |  18.7      |U |
DT    Cnc |084646.2+204334. |UV        | 15.0    |  17.5      |U |M
FH    Cnc |084659.0+203458.:|UV        | 13.5    |< 17.       |U |
CR    Cnc |084722.0+192632.:|UV        | 16.1    |  18.0      |p |
CS    Cnc |084745.1+182124. |UV        | 16.3    |  18.2      |p |
DU    Cnc |084802.0+200554.:|UV        | 16.3    |  17.8      |U |
EI    Cnc |085816.1+194548. |UV        | 16.32   |  16.68     |U |M5.5Ve
LU    Vel |095834.3-462530. |UV        | 11.5    |  13.76     |U |
AD    Leo |101936.3+195212. |UV        |  8.07   |  11.00     |B |M4.5Ve
RY    Sex |103601.2+050713. |UV        | 14.95   |  15.29     |U |M4Ve
CN    Leo |105628.9+070053. |UV        | 11.52   |  17.08     |U |M6.5Ve
WX    UMa |110530.9+433118. |UV        | 14.2    |  16.53     |B |M5.5Ve
CW    UMa |111151.7+333211. |UV        | 12.6    |  14.6      |p |M4.5Ve
DH    Car |111452.0-614538. |UV        | 14.6    |  16.36     |B |
SZ    UMa |112004.8+655047. |UV        | 10.74   |(  0.06    )|B |M1.5V
BT    UMa |113053.7+441436. |UV        | 15.0    |  16.3      |p |
V0857 Cen |113146.5-410247. |UV        | 13.4    |  13.98     |U |M4.5Ve
FI    Vir |114744.4+004816. |UV        | 13.82   |  14.26     |U |M4.5V
HK    Com |121813.0+264921.:|UV        | 14.8    |  18.1      |p |
GL    Vir |121859.5+110734. |UV        | 12.8    |  15.62     |B |MVea
HN    Com |121919.0+271321.:|UV        | 15.4    |  16.6      |p |
HO    Com |121931.0+251321.:|UV        | 16.2    |< 21.       |p |
NSV 05571 |122142.8+271227. |UV        | 14.9    |  15.4      |p |
BK    Cru |122153.4-634734. |UV        | 15.     |  16.7      |U |
FO    Com |122207.0+274322.:|UV        | 14.5    |< 18.5      |U |M:
CT    Com |122349.0+240756. |UV        | 12.5    |  16.0      |U |M
CV    Com |122426.6+254507. |UV        | 14.3    |  16.8      |U |M
HP    Com |122442.0+264723.:|UV        | 14.6    |  18.5      |U |
HQ    Com |122513.0+233624.:|UV        | 14.7    |  19.6      |p |
HS    Com |122624.0+255324.:|UV        | 15.5    |< 21.       |p |
CX    Com |122657.0+270105. |UV        | 12.8    |  16.5      |B |M3-4
FP    Com |122719.2+273600. |UV        | 15.5    |< 21.       |p |
BM    Cru |123001.1-621822. |UV        | 14.     |  17.3      |U |
AS    CVn |123055.6+315213. |UV        | 12.5    |  15.8      |p |
HV    Com |123154.0+250927.:|UV        | 15.3    |  16.6      |U |
FL    Vir |123317.4+090116. |UV        | 13.1    |  15.57     |U |M5.5Ve+M7
GI    Com |123336.5+280641. |UV        | 14.1    |  20.5      |p |
DP    Dra |124902.8+660637. |UV        | 10.9    |(  1.55  B )|V |
KX    Com |125652.6+232951. |UV        | 13.0    |  15.5      |p |
KZ    Com |130033.2+225541. |UV        | 15.0    |  17.0      |p |
FN    Vir |130033.5+054108. |UV        | 15.2    |  16.34     |U |M5Ve
VW    Com |133244.6+164839. |UV        | 10.9    |  11.39     |V |M4Ve
OS    Vir |134041.8+070512. |UV        | 15.5    |  16.51     |V |
WY    UMi |134458.3+771551. |UV        | 18.6    |(  0.05    )|R |M7V
HZ    Vir |135951.8-052256. |UV        | 11.7    |  11.98     |V |
GQ    Vir |141304.9-120127. |UV        | 16.0    |  16.3      |U |M5.5Ve
CE    Boo |145429.2+160604. |UV        | 11.35   |  11.68     |B |M2Ve+M8Ve
BO    CrB |154605.4+374946. |UV        | 18.05   |(  0.12    )|R |M7.5V
CR    Dra |161705.4+551609. |UV        |  9.46   |  12.53     |U |M1.5Ve
V0886 Sco |162359.2-255902. |UV        | 13.8    |< 18.5      |U |
V0887 Sco |162521.5-262408. |UV        | 14.5    |< 18.       |U |
V1029 Sco |162824.3-251404. |UV        | 15.0    |  18.0      |U |
V1030 Sco |162844.6-255459. |UV        | 15.6    |< 18.       |U |
V1031 Sco |163614.4-261813. |UV        | 12.0    |< 18.       |U |
V0802 Ara |164055.0-534534. |UV        | 14.27   |  15.53     |V |
V0781 Her |165443.1+465424. |UV        | 13.6    |  16.7      |p |
V1054 Oph |165528.8-082011. |UV        | 10.14   |  11.72     |U |M4.5Ve+M4.5Ve
V0841 Her |165710.7+351712. |UV        | 11.08   |  11.25     |U |
V0654 Her |165741.0+351611. |UV        |         |  10.00     |V |K4V
V1250 Her |171452.3+301941. |UV        | 17.6    |            |R |M6.5e
V0639 Her |171953.3+262956. |UV        | 12.92   |  13.02     |V |M4.5Ve
V0647 Her |171954.2+263003. |UV        | 12.2    |  12.99     |B |M4eV
V2020 Oph |172349.4-215330. |UV        | 15.6    |  16.8      |p |
NSV 23058 |173711.5+275354. |UV        | 11.75 : |            |V |
V1020 Sco |174756.0-354406.:|UV        | 16.0    |  18.5      |B |
V1021 Sco |175010.0-355014.:|UV        | 16.0    |  18.0      |B |
V1022 Sco |175122.0-351309.:|UV        | 15.5    |  18.0      |B |
V1023 Sco |175231.0-360746.:|UV        | 16.7    |  18.1      |B |
V1024 Sco |175354.0-361510.:|UV        | 15.9    |  17.7      |B |
V1025 Sco |175531.0-362609.:|UV        | 15.7    |  17.2      |B |
V0774 Her |183317.8+221851. |UV        |  9.45 : |  10.90 :   |B |K2
V0816 Her |184245.0+135411. |UV        | 13.6    |  14.6      |p |
V1216 Sgr |184949.4-235010. |UV        | 11.2    |  12.55     |B |M3.6Ve
V1285 Aql |185527.4+082409. |UV        | 10.7    |  12.86     |U |M2Ve
NSV 11718 |190343.2+485836. |UV        | 12.6 :  |  14.3      |p |
V1298 Aql |191657.6+050902. |UV        | 17.28   |  17.48     |V |M8Ve
FV    Vul |193840.9+273556. |UV        | 12.3    |  14.1      |p |Me:
NSV 12328 |194157.6+511446. |UV        | 14.1    |  14.6      |p |
V1406 Aql |194557.3+041444. |UV        | 14.     |(  0.22    )|U |M2Ve
V1581 Cyg |195354.5+442452. |UV        | 14.20   |  14.84     |B |M6Ve
V1513 Cyg |200502.2+542603. |UV        | 13.29   |  13.49     |B |M3Ve
V1772 Cyg |201710.7+423719. |UV        | 17.0    |  19.6      |U |
V1777 Cyg |202438.8+423408. |UV        | 15.5    |  21.       |U |
V1778 Cyg |202521.9+420445. |UV        | 17.0    |  18.0      |U |
V1779 Cyg |202615.8+402816. |UV        | 15.0    |  18.3      |U |
V1780 Cyg |202716.7+414202. |UV        | 16.2    |  20.0      |U |
V1781 Cyg |202723.4+411919. |UV        | 15.2    |  17.5      |U |
V1750 Cyg |202805.8+401641. |UV        | 14.0    |  18.2      |U |
V1752 Cyg |202907.3+402612. |UV        | 15.5    |  21.0      |U |
HU    Del |202947.5+094118. |UV        | 14.8    |  16.04     |U |M7Ve
V1783 Cyg |203150.0+395213.:|UV        | 16.3    |< 21.       |U |
V1753 Cyg |203152.5+431054. |UV        | 16.3    |  21.0      |U |
V1754 Cyg |203213.6+431609. |UV        | 16.1    |  19.5      |U |
V1586 Cyg |203341.8+442326. |UV        | 13.8    |  17.0      |p |
V1695 Cyg |203420.4+434102. |UV        | 16.5    |  18.3      |U |
V1755 Cyg |203447.9+423158. |UV        | 15.4    |  17.6      |U |
V1785 Cyg |203546.3+411129. |UV        | 16.8    |  17.8      |U |
V1757 Cyg |203616.4+404719. |UV        | 16.2    |< 21.0      |U |
V1756 Cyg |203625.6+400114. |UV        | 15.6    |< 21.0      |U |
V1587 Cyg |204131.5+414911. |UV        | 15.2    |  18.8      |p |
AT    Mic |204151.2-322607. |UV        | 11.4    |  12.90     |U |M4.5Ve+M4.5Ve
V1522 Cyg |204153.1+401403. |UV        | 17.9    |  20.5      |B |
V1588 Cyg |204202.7+441901. |UV        | 17.5    |  18.5      |p |
HS    Cep |204218.6+691625. |UV        | 17.0    |  17.7      |p |
V1589 Cyg |204249.0+412301. |UV        | 14.7    |  16.2      |U |ea
V0335 Cep |204259.2+670809. |UV        | 17.0    |  18.0      |p |
V1591 Cyg |204305.1+441834. |UV        | 17.2    |  19.0      |U |
MV    Pav |204310.4-694246. |UV        | 10.   : |  16.5      |B |M5:
V1590 Cyg |204318.1+401821. |UV        | 16.6    |  20.2      |p |
V1592 Cyg |204337.1+431814. |UV        | 13.9    |  16.3      |U |
V1593 Cyg |204409.4+422352. |UV        | 16.5    |  18.0      |U |
HT    Cep |204433.8+672327. |UV        | 16.6    |  17.5      |p |
V1698 Cyg |204452.0+434357.:|UV        | 14.3    |  20.5  :   |U |
V1789 Cyg |204506.0+423658.:|UV        | 16.2    |  18.2      |U |
V1526 Cyg |204535.2+425214. |UV        | 16.5    |  21.0      |U |
V1699 Cyg |204539.8+434845. |UV        | 15.6    |  18.2      |U |
HU    Cep |204614.7+670948. |UV        | 15.2    |  18.0  :   |p |
V0336 Cep |204702.7+671954. |UV        | 17.0    |  20.5      |p |
V1528 Cyg |204853.9+411252. |UV        | 16.1    |  20.6      |U |
V1594 Cyg |204901.6+422050. |UV        | 15.9    |  19.7      |p |
HV    Cep |204906.4+662655. |UV        | 16.9    |  17.9      |p |
HW    Cep |204926.2+674952. |UV        | 15.7    |  17.1      |p |
HX    Cep |204942.7+690328. |UV        | 16.9    |  18.0      |p |
V1790 Cyg |205005.0+432514.:|UV        | 16.8    |  21.0      |p |
NSV 25364 |205033.3+443616. |UV        | 15.3    |  17.5      |U |
V1530 Cyg |205038.0+405443. |UV        | 16.0    |  19.5      |p |
V1791 Cyg |205039.0+410116.:|UV        | 16.6    |  18.3      |U |
V1596 Cyg |205040.3+432650. |UV        | 15.8    |  16.6      |p |
NSV 25366 |205045.8+441916. |UV        | 16.3    |  19.5      |U |
V1529 Cyg |205046.3+415754. |UV        | 14.1    |  20.5      |p |
V1956 Cyg |205050.2+435754. |UV        | 16.2    |  17.5      |p |
HY    Cep |205105.7+685523. |UV        | 16.4    |  17.8      |p |
