#HJD		uncertainty
2439062.3050		0.0100
2439389.3840		0.0100
2439405.3170		0.0100
2439405.3180		0.0100
2439772.7070		0.0030
2439801.6870		0.0050
2439851.6410		0.0050
2440070.8040		0.0040
2440099.7790		0.0030
2440128.7520		0.0050
2440147.6460		0.0060
2440178.7080		0.0050
2440442.8090		0.0040
2440471.7770		0.0050
2440472.6120		0.0050
2440524.6700		0.0090
2440566.6640		0.0030
2441249.3620		0.0100
2441249.3620		0.0100
2441989.5780		0.0090
2442215.4540		0.0100
2442240.6350		0.0080
2442271.7180		0.0070
2442272.5420		0.0100
2442273.4040		0.0100
2442274.6520		0.0030
2442303.6350		0.0070
2442308.6700		0.0050
2442365.3360		0.0100
2442569.8180		0.0050
2442572.7620		0.0070
2442579.4740		0.0100
2442582.4060		0.0100
2442598.7840		0.0050
2442606.3330		0.0100
2442608.4400		0.0100
2442632.7970		0.0030
2442637.8400		0.0030
2442640.3570		0.0100
2442653.3510		0.0100
2442658.8330		0.0030
2442662.6070		0.0070
2442669.7500		0.0040
2442688.6390		0.0050
2442725.5890		0.0070
2442917.4490		0.0100
2442922.4990		0.0100
2442949.3680		0.0100
2442962.3700		0.0100
2442985.4760		0.0100
2442986.7360		0.0070
2442990.5060		0.0100
2442994.7200		0.0070
2443035.4360		0.0100
2443036.2820		0.0100
2443036.7050		0.0060
2443044.6740		0.0040
2443046.3470		0.0100
2443337.7380		0.0070
2443340.6740		0.0070
2443341.5160		0.0100
2443349.4860		0.0100
2443350.7550		0.0080
2443363.3460		0.0100
2443374.6870		0.0080
2443394.4200		0.0100
2443395.6890		0.0070
2443398.6170		0.0050
2443423.3880		0.0100
2443698.3970		0.0100
2443724.4190		0.0100
2443792.4370		0.0100
2443806.2980		0.0100
2444028.3980		0.0100
2444075.4350		0.0100
2444112.3700		0.0100
2444128.3270		0.0100
2444131.7050		0.0060
2444165.7080		0.0060
2444171.5850		0.0050
2444192.5730		0.0060
2444408.8080		0.0020
2444435.6770		0.0050
2444463.8060		0.0060
2444463.8080		0.0040
2444485.6510		0.0050
2444493.6220		0.0030
2444503.7050		0.0030
2444506.6320		0.0030
2444543.5890		0.0030
2444577.5880		0.0040
2444820.6910		0.0050
2444841.6820		0.0030
2444875.6870		0.0030
2444915.5770		0.0040
2445258.6200		0.0060
2445593.6680		0.0050
2445614.6640		0.0060
2445932.4850		0.0100
2446311.6140		0.0060
2446329.6840		0.0040
2446355.7030		0.0040
2446358.6380		0.0030
2446608.4480		0.0100
2446642.4580		0.0100
2446672.6950		0.0060
2446682.7860		0.0040
2446701.6710		0.0070
2446712.5850		0.0040
2446725.5990		0.0050
2446735.6850		0.0030
2446759.6130		0.0040
2446983.8050		0.0040
2446997.6760		0.0050
2447002.7090		0.0050
2447023.6940		0.0080
2447039.6710		0.0050
2447065.6940		0.0030
2447105.5690		0.0050
2447358.7390		0.0030
2447382.6910		0.0060
2447390.6590		0.0050
2447406.6300		0.0090
2447419.6420		0.0060
2447477.5820		0.0030
2447479.6750		0.0070
2447717.7230		0.0060
2447733.6870		0.0040
2447749.6410		0.0080
2447764.7540		0.0080
2447767.6860		0.0040
2447793.7280		0.0060
2447796.6760		0.0030
2447862.5920		0.0040
2448035.5630		0.0100
2448038.5050		0.0100
2448038.5070		0.0100
2448088.4560		0.0100
2448093.5000		0.0100
2448096.4350		0.0100
2448106.5260		0.0010
2448146.4030		0.0100
2448146.4080		0.0100
2448150.6280		0.0070
2448151.4370		0.0100
2448160.6920		0.0040
2448176.6380		0.0040
2448178.3040		0.0100
2448186.2770		0.0100
2448186.2800		0.0100
2448208.5580		0.0050
2448213.5970		0.0050
2448234.5880		0.0040
2448237.5160		0.0040
2448237.5200		0.0040
2448469.7030		0.0050
2448484.4070		0.0010
2448489.4370		0.0100
2448499.4960		0.0100
2448502.4310		0.0100
2448506.6430		0.0040
2448530.5860		0.0050
2448535.6240		0.0060
2448543.6080		0.0040
2448840.4380		0.0100
2448864.8020		0.0050
2448893.3450		0.0010
2448894.6170		0.0060
2449160.7940		0.0050
2449183.4710		0.0100
2449203.6240		0.0050
2449208.6610		0.0070
2449212.4480		0.0100
2449217.4760		0.0100
2449220.4240		0.0100
2449225.4600		0.0100
2449250.6510		0.0060
2449605.4330		0.0100
2449625.5820		0.0070
2449637.3460		0.0100
2449722.5790		0.0050
2449893.4713		0.0000
2449898.4990		0.0100
2449919.4830		0.0100
2449928.7210		0.0080
2449930.4000		0.0100
2449948.4596		0.0100
2449954.7690		0.0060
2449957.7070		0.0040
2449989.5980		0.0030
2450275.5580		0.0100
2450280.5760		0.0100
2450283.5120		0.0100
2450284.7710		0.0020
2450286.4440		0.0100
2450313.7550		0.0030
2450315.4280		0.0100
2450337.6830		0.0050
2450363.2900		0.0100
2450373.7820		0.0030
2450403.5900		0.0050
2450700.4314		0.0004
2450724.3570		0.0100
2450928.8500		0.0070
2451012.8230		0.0030
2451056.4690		0.0100
2451076.6450		0.0070
2451100.5510		0.0030
2451110.6380		0.0050
2451129.5300		0.0050
2451395.7270		0.0060
2451411.6780		0.0050
2451415.4640		0.0100
2451421.3560		0.0100
2451424.7020		0.0030
2451426.3830		0.0100
2451429.7310		0.0060
2451437.7120		0.0030
2451448.6300		0.0100
2451483.4850		0.0100
2452051.5540		0.0100
2452145.6030		0.0100
2452165.7610		0.0070
2452175.4120		0.0100
2452200.6000		0.0070
2452201.4444		0.0035
2452210.6750		0.0070
2452410.5390		0.0100
2452476.4515		0.0017
2452501.6456		0.0014
2452502.4854		0.0019
2452548.6700		0.0050
2452584.3579		0.0028
2452618.3684		0.0003
2452621.3054		0.0035
2452835.4440		0.0100
2452856.4259		0.0100
2452885.3939		0.0100
2452898.4148		0.0100
2452909.3240		0.0100
2452927.3892		0.0100
2452930.3228		0.0012
2452930.3274		0.0100
2452983.2243		0.0100
2453154.5307		0.0019
2453225.4898		0.0022
2453233.4669		0.0010
2453239.7660		0.0014
2453283.4272		0.0007
2453316.5998		0.0013
2453518.5568		0.0034
2453613.4451		0.0033
2453613.4580		0.0100
2453621.4350		0.0100
2453662.9970		0.0100
2453686.9070		0.0100
2453733.9440		0.0100
2453943.4558		0.0019
2453985.4490		0.0050
2453993.4140		0.0050
2453995.5100		0.0050
2454001.3979		0.0015
2454029.9470		0.0100
2454070.2531		0.0015
2454079.9070		0.0100
2454100.9080		0.0100
2454255.8301		0.0018
2454280.6062		0.0006
2454283.5454		0.0006
2454285.6441		0.0005
2454288.5858		0.0006
2454296.5680		0.0100
2454298.6622		0.0005
2454299.5000		0.0100
2454306.6340		0.0020
2454307.4804		0.0011
2454310.8354		0.0014
2454314.6100		0.0010
2454315.4541		0.0005
2454323.0080		0.0100
2454338.5490		0.0014
2454344.4238		0.0004
2454345.6810		0.0010
2454346.5265		0.0010
2454373.3970		0.0004
2454381.3710		0.0014
2454389.3471		0.0013
2454391.4470		0.0050
2454443.9320		0.0100
2454643.7850		0.0014
2454659.7410		0.0010
2454700.4687		0.0020
2454724.4000		0.0010
2454752.9430		0.0100
2454764.2870		0.0020
2455007.8110		0.0040
2455018.7269		0.0013
2455059.4525		0.0030
2455345.7976		0.0013
2455397.8543		0.0006
2455404.5768		0.0009
2455413.8113		0.0012
2455422.6310		0.0007
2455426.8306		0.0011
2455434.3870		0.0020
2455437.7472		0.0012
2455439.4280		0.0010
2455439.4303		0.0014
2455442.7863		0.0009
2455472.5957		0.0005
2455476.3729		0.0007
2455508.2800		0.0010
2455508.2816		0.0035
2455711.4980		0.0010
2455772.7961		0.0010
2455785.8154		0.0015
2455797.5700		0.0008
2455803.8663		0.0011
2455809.7499		0.0012
2455825.6998		0.0012
2455835.3553		0.0012
2455835.7749		0.0011
2455852.5725		0.0009
2455862.6500		0.0013
2455875.6641		0.0009
2456086.8546		0.0013
2456101.5440		0.0050
2456112.8858		0.0015
2456120.8640		0.0012
2456152.7829		0.0030
2456157.8133		0.0010
2456168.7320		0.0014
2456208.6164		0.0015
2456219.9515		0.0020
2456261.5181		0.0010
2456471.8685		0.0010
2456484.8846		0.0012
2456490.7649		0.0016
2456497.9020		0.0022
2456507.5579		0.0009
2456509.6576		0.0008
2456537.7899		0.0012
2456558.3668		0.0008
2456560.4653		0.0008
2456574.3196		0.0007
2456608.3223		0.0007
2456637.2984		0.0009
2456642.3384		0.0005
2456862.7597		0.0011
2456877.8795		0.0015
2456890.4748		0.0007
2456893.4113		0.0006
2456896.3532		0.0007
2456899.7107		0.0007
2456912.7280		0.0010
2456914.8234		0.0009
2456930.3607		0.0005
2456935.3979		0.0006
2456956.3915		0.0008
2456959.3308		0.0007
2457148.2685		0.0020
2457209.5699		0.0007
2457214.6090		0.0006
2457225.5278		0.0007
2457227.6242		0.0006
2457228.4655		0.0007
2457230.5628		0.0006
2457237.7006		0.0012
2457238.5410		0.0010
2457240.6384		0.0007
2457241.4780		0.0008
2457241.4791		0.0009
2457243.5797		0.0008
2457253.6521		0.0006
2457262.4737		0.0009
2457267.5116		0.0007
2457277.1670		0.0020
2457559.7339		0.0009
2457566.8734		0.0009
2457586.6070		0.0006
2457590.8040		0.0009
2457592.4844		0.0007
2457594.5857		0.0007
2457597.5266		0.0007
2457600.4624		0.0006
2457601.7212		0.0010
2457605.5027		0.0007
2457607.6009		0.0006
2457611.7979		0.0009
2457613.4780		0.0007
2457622.7142		0.0011
2457624.8146		0.0010
2457627.7551		0.0013
2457659.6655		0.0008
2457923.7617		0.0009
2457955.2492		0.0025
2457971.6214		0.0008
2457977.5016		0.0007
2457979.6004		0.0007
2457983.3785		0.0008
2457998.4955		0.0008
2458001.4322		0.0008
2458004.3694		0.0008
2458009.4110		0.0009
2458021.5852		0.0008
2458028.7251		0.0011
2458033.3416		0.0008
2458271.8259		0.0008
2458300.7939		0.0009
2458300.7941		0.0009
2458308.7719		0.0014
2458323.8901		0.0009
2458329.7649		0.0008
2458339.4230		0.0007
2458354.5383		0.0009
2458375.5345		0.0009
2458376.3735		0.0009
2458402.4022		0.0008
2458426.3342		0.0008
2458446.9078		0.0019

